,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
O14862,17,1,16,4,14,3
O15173,19,4,15,7,10,9
O15305,12,3,9,8,7,5
O43189,63,5,58,37,31,32
O94905,21,2,19,15,8,13
O95156,20,0,20,14,6,14
O95274,27,1,26,18,10,17
O95620,16,0,16,6,10,6
O95936,76,7,69,41,42,34
P01011,32,3,29,18,17,15
P03999,25,0,25,22,3,22
P05091,27,5,22,12,20,7
P05386,8,3,5,5,4,4
P0DV74,43,0,43,34,9,34
P16591,68,9,59,41,32,36
P16860,15,0,15,8,7,8
P17516,20,5,15,11,14,6
P18433,64,7,57,36,29,35
P19388,5,0,5,3,2,3
P19622,32,4,28,14,22,10
P26371,38,0,38,34,4,34
P28330,31,3,28,19,13,18
P28472,32,2,30,18,16,16
P34903,36,3,33,26,13,23
P48067,50,2,48,40,10,40
P49407,19,3,16,13,7,12
P50591,28,1,27,20,7,21
P56715,248,6,242,133,117,131
P60660,6,3,3,3,6,0
P61513,10,4,6,5,5,5
P62502,9,0,9,6,3,6
P62834,10,2,8,7,5,5
Q00LT1,3,0,3,2,1,2
Q01831,106,31,75,56,55,51
Q07890,121,13,108,57,77,44
Q13888,31,1,30,19,13,18
Q13946,52,5,47,27,24,28
Q147U1,43,2,41,26,19,24
Q15327,8,0,8,6,2,6
Q330K2,18,0,18,11,7,11
Q5I0X7,8,0,8,4,4,4
Q5JR12,43,7,36,22,26,17
Q5T3U5,99,5,94,66,32,67
Q5T764,17,0,17,10,7,10
Q5T9L3,26,2,24,17,11,15
Q5VTL8,90,28,62,53,41,49
Q5VW22,79,0,79,45,34,45
Q6P2C8,28,3,25,16,15,13
Q6UXQ4,5,0,5,2,3,2
Q7LGA3,14,0,14,9,5,9
Q7Z5K2,147,36,111,75,72,75
Q86TX2,16,2,14,7,11,5
Q86VY9,69,8,61,39,36,33
Q8IX01,131,34,97,66,75,56
Q8IXZ3,100,9,91,55,54,46
Q8N3C7,88,12,76,41,59,29
Q8NAG6,37,1,36,22,16,21
Q8NGI2,19,0,19,15,4,15
Q8NGJ4,17,0,17,14,3,14
Q8TCD1,3,0,3,1,2,1
Q8TDJ6,329,26,303,216,123,206
Q8WVC0,124,48,76,60,86,38
Q8WXK4,19,0,19,10,9,10
Q92945,48,18,30,24,26,22
Q96C11,35,0,35,23,12,23
Q96J66,115,5,110,75,43,72
Q96K80,31,2,29,18,15,16
Q96PS8,13,0,13,10,3,10
Q96QE3,246,45,201,130,155,91
Q96T17,65,14,51,28,51,14
Q9BYQ8,28,0,28,26,2,26
Q9GZU7,17,0,17,10,7,10
Q9H2K0,15,0,15,6,9,6
Q9H720,55,0,55,36,19,36
Q9H867,13,0,13,9,4,9
Q9NRQ2,15,1,14,8,8,7
Q9P2D3,191,10,181,123,76,115
Q9UBP0,62,16,46,30,36,26
Q9UH36,22,0,22,14,8,14
Q9UHY1,49,7,42,27,25,24
Q9UJV8,26,3,23,12,17,9
Q9UJX0,38,1,37,27,12,26
Q9UKL2,18,0,18,16,2,16
Q9UL25,13,2,11,6,7,6
Q9ULH4,78,3,75,37,44,34
Q9UQ84,122,24,98,59,69,53
Q9Y294,23,7,16,11,9,14
Q9Y421,2,0,2,2,0,2
Q9Y442,21,0,21,14,7,14
Q9Y5I1,84,2,82,50,36,48
Q9Y698,42,4,38,24,22,20
A0A1B0GUI7,8,0,8,2,6,2
A0A3B3IRS2,14,0,14,11,3,11
A5D6W6,13,0,13,9,4,9
A6NCF6,29,0,29,17,12,17
A6NH00,23,0,23,22,1,22
B0FP48,21,0,21,15,6,15
C9JH25,97,2,95,48,51,46
C9JI98,12,2,10,7,7,5
D6RGX4,44,0,44,30,14,30
O00329,68,2,66,40,28,40
O14958,21,4,17,9,16,5
O15014,257,66,191,135,152,105
O15417,400,73,327,199,258,142
O15541,31,11,20,18,14,17
O43709,23,3,20,14,12,11
O75648,19,0,19,9,10,9
O94929,117,37,80,67,61,56
O95363,26,0,26,17,9,17
O95926,10,2,8,5,7,3
P02790,31,0,31,23,8,23
P09681,12,0,12,6,6,6
P0CW18,33,0,33,20,13,20
P14618,61,35,26,36,48,13
P15407,36,9,27,20,21,15
P19971,28,1,27,14,15,13
P20742,132,1,131,81,52,80
P23919,16,2,14,8,8,8
P26436,37,0,37,18,19,18
P34096,7,0,7,5,2,5
P42566,127,34,93,67,58,69
P49589,50,5,45,30,25,25
P50995,41,8,33,23,24,17
P52298,13,4,9,8,9,4
P54257,43,0,43,20,23,20
P54819,22,9,13,11,18,4
P56277,4,0,4,3,1,3
P61129,127,7,120,61,69,58
P62314,7,2,5,4,5,2
P86481,8,0,8,2,6,2
Q05940,40,1,39,32,9,31
Q075Z2,8,0,8,5,3,5
Q08AI8,32,1,31,20,13,19
Q13495,114,4,110,72,46,68
Q14584,57,2,55,38,21,36
Q14966,291,76,215,150,207,84
Q15080,26,3,23,13,14,12
Q15139,106,29,77,62,47,59
Q15560,27,7,20,15,19,8
Q15758,38,6,32,28,16,22
Q15904,42,1,41,33,8,34
Q3V5L5,46,0,46,28,18,28
Q53EZ4,39,11,28,17,31,8
Q5JTN6,35,0,35,24,11,24
Q5W111,8,0,8,6,2,6
Q68CL5,34,3,31,19,18,16
Q6NUS6,62,0,62,47,15,47
Q6P3S1,70,0,70,44,26,44
Q6ZN11,28,1,27,16,11,17
Q6ZQQ6,201,5,196,114,90,111
Q6ZRV3,16,0,16,8,8,8
Q6ZRY4,14,2,12,8,8,6
Q6ZUB0,122,0,122,71,51,71
Q7RTY5,26,0,26,17,9,17
Q8IUC4,62,12,50,39,27,35
Q8N3Y3,34,1,33,25,10,24
Q8N485,28,0,28,16,12,16
Q8N4P3,3,0,3,1,2,1
Q8N6M0,11,0,11,7,4,7
Q8N8Z8,50,0,50,34,16,34
Q8NB50,94,7,87,51,50,44
Q8TAG5,25,1,24,18,8,17
Q8TBG9,32,0,32,23,9,23
Q8TD26,251,38,213,145,110,141
Q8WTQ4,15,0,15,5,10,5
Q92845,37,2,35,25,14,23
Q96M98,14,0,14,10,4,10
Q96NR8,25,2,23,9,16,9
Q96QE2,58,9,49,34,25,33
Q96SB4,60,12,48,34,32,28
Q9BSH3,18,0,18,11,7,11
Q9BSU1,33,4,29,20,17,16
Q9BXU9,17,0,17,8,9,8
Q9BYR2,22,0,22,21,1,21
Q9H1B5,58,0,58,35,23,35
Q9H8W4,28,9,19,14,19,9
Q9HBT6,61,2,59,38,23,38
Q9HCM3,272,16,256,175,111,161
Q9NRS6,22,5,17,13,8,14
Q9NS86,21,0,21,12,9,12
Q9NXL6,71,0,71,46,25,46
Q9P055,20,0,20,18,2,18
Q9UHB6,156,63,93,81,82,74
Q9UI36,111,1,110,62,50,61
Q9UKV0,96,8,88,55,49,47
Q9UN75,92,5,87,62,33,59
Q9Y284,12,0,12,9,3,9
Q9Y2B2,19,0,19,12,7,12
Q9Y5H2,87,0,87,54,33,54
Q9Y5H7,85,4,81,57,32,53
A0A0J9YWL9,106,0,106,45,61,45
B3EWG6,1,0,1,1,0,1
O00161,15,7,8,8,6,9
O43187,58,2,56,31,29,29
O43247,32,0,32,13,19,13
O43526,94,9,85,46,57,37
O43752,24,4,20,12,16,8
O75179,332,61,271,182,199,133
O75445,481,2,479,332,149,332
O94916,235,23,212,157,95,140
P01135,9,0,9,7,2,7
P01614,16,0,16,14,2,14
P02766,13,1,12,9,5,8
P05231,15,1,14,8,8,7
P09603,69,5,64,38,36,33
P0CE71,8,0,8,3,5,3
P0DJH9,17,0,17,10,7,10
P14316,49,9,40,28,30,19
P20701,101,3,98,65,37,64
P20749,47,8,39,21,34,13
P23763,6,1,5,2,5,1
P26599,62,16,46,37,39,23
P28702,42,0,42,27,15,27
P30414,368,77,291,162,229,139
P30419,30,6,24,17,11,19
P30511,14,0,14,9,5,9
P30566,35,6,29,19,22,13
P35222,63,21,42,38,30,33
P35243,9,1,8,6,4,5
P42765,32,5,27,22,9,23
P49247,22,3,19,11,14,8
P54277,91,4,87,53,40,51
P62244,5,0,5,3,2,3
P82980,4,0,4,2,2,2
Q00577,27,9,18,11,17,10
Q01973,95,4,91,56,43,52
Q13242,25,10,15,14,17,8
Q13613,67,11,56,40,30,37
Q3MIV0,2,0,2,2,0,2
Q53G44,35,0,35,21,14,21
Q53GA4,15,4,11,7,10,5
Q5SSG8,170,2,168,155,17,153
Q5SZJ8,30,0,30,14,16,14
Q5T2Q4,26,0,26,13,13,13
Q5T7P8,44,3,41,26,19,25
Q5T7R7,25,0,25,16,9,16
Q5TEJ8,53,5,48,32,24,29
Q5UE93,53,3,50,32,24,29
Q5VZ52,3,0,3,1,2,1
Q5XKE5,54,9,45,22,41,13
Q659A1,125,19,106,59,69,56
Q6PL45,14,0,14,9,5,9
Q7Z4T8,29,0,29,19,10,19
Q86VF5,20,0,20,14,6,14
Q86WR7,63,18,45,33,44,19
Q86YV5,209,28,181,102,115,94
Q86Z14,75,0,75,53,22,53
Q8IWU9,38,4,34,22,18,20
Q8IY84,31,0,31,13,18,13
Q8N4C7,19,0,19,6,13,6
Q8N539,34,0,34,18,16,18
Q8N684,81,28,53,41,56,25
Q8NBT3,37,1,36,22,16,21
Q8NC54,31,2,29,16,17,14
Q8NCI6,41,0,41,17,24,17
Q8NEV1,22,0,22,13,9,13
Q8NGJ7,27,0,27,24,3,24
Q8NHU0,16,0,16,9,7,9
Q8NI99,27,0,27,13,14,13
Q8TC27,83,5,78,56,24,59
Q8TE67,52,4,48,33,21,31
Q8WU66,50,1,49,35,14,36
Q8WWI1,304,110,194,160,180,124
Q92979,18,2,16,11,9,9
Q93084,69,9,60,45,33,36
Q96AT9,11,0,11,8,3,8
Q96CM4,6,0,6,2,4,2
Q96EP9,29,1,28,22,8,21
Q96JF6,67,1,66,34,32,35
Q96JN0,80,14,66,38,46,34
Q99442,32,10,22,17,21,11
Q9BPW4,21,0,21,14,7,14
Q9BTC0,292,80,212,149,167,125
Q9BUR5,17,1,16,7,11,6
Q9BV86,13,1,12,10,4,9
Q9C0I3,142,11,131,66,85,57
Q9GZN7,16,1,15,11,6,10
Q9H2E6,111,11,100,60,60,51
Q9H6T3,56,12,44,32,32,24
Q9HCL3,29,2,27,22,9,20
Q9NY15,175,2,173,129,48,127
Q9NYL9,20,5,15,13,8,12
Q9NZJ6,27,0,27,18,9,18
Q9P2D0,160,24,136,104,56,104
Q9UHC7,44,3,41,22,25,19
Q9UNF1,76,21,55,44,39,37
Q9UNQ0,60,8,52,41,25,35
Q9Y210,74,6,68,48,30,44
Q9Y6H8,29,1,28,15,15,14
Q9Y6L7,78,3,75,41,36,42
A0A075B6N4,9,0,9,4,5,4
A0A075B6T7,6,0,6,3,3,3
A1A580,11,0,11,7,4,7
A4D256,22,0,22,14,8,14
A5D8W1,61,2,59,41,22,39
A6NM03,24,2,22,14,12,12
O00411,71,2,69,41,32,39
O00458,38,4,34,28,14,24
O14929,21,4,17,13,6,15
O15056,137,20,117,71,76,61
O15079,58,4,54,36,26,32
O43155,57,0,57,46,11,46
O43307,24,1,23,16,9,15
O43555,8,0,8,3,5,3
O75953,17,0,17,8,9,8
O76096,8,0,8,7,1,7
O94911,127,2,125,94,35,92
O95785,152,32,120,85,81,71
P06729,23,0,23,15,8,15
P0DKB6,10,0,10,8,2,8
P13929,33,12,21,17,28,5
P16615,85,20,65,56,35,50
P25208,14,0,14,11,3,11
P27824,30,7,23,17,16,14
P29992,19,1,18,10,10,9
P35212,22,0,22,13,9,13
P49821,25,1,24,13,13,12
P49961,34,0,34,25,9,25
P50053,24,1,23,17,8,16
P51693,42,0,42,24,18,24
P54764,76,2,74,46,30,46
P59020,11,0,11,2,9,2
P59190,11,0,11,8,3,8
P62316,8,2,6,5,5,3
P62736,36,12,24,20,28,8
P80075,5,0,5,3,2,3
Q03923,39,2,37,19,22,17
Q06055,20,0,20,17,3,17
Q0WX57,40,0,40,34,6,34
Q13151,39,12,27,17,32,7
Q14315,211,46,165,116,111,100
Q14839,168,53,115,92,121,47
Q15121,17,6,11,11,8,9
Q15238,27,1,26,16,12,15
Q15661,11,0,11,9,2,9
Q2YD98,52,10,42,29,31,21
Q3LI73,5,0,5,4,1,4
Q50LG9,26,0,26,15,11,15
Q5TC79,64,14,50,32,44,20
Q5VZB9,65,2,63,33,34,31
Q60I27,56,1,55,36,21,35
Q6NV75,58,2,56,29,31,27
Q6UYE1,15,0,15,11,4,11
Q6ZVN8,36,0,36,25,11,25
Q6ZWE6,68,6,62,47,27,41
Q75T13,82,0,82,54,28,54
Q7KZI7,137,52,85,64,87,50
Q7Z407,363,0,363,247,116,247
Q7Z6G3,26,0,26,14,12,14
Q86V20,91,2,89,51,42,49
Q86X27,81,15,66,50,40,41
Q86Z20,44,3,41,20,25,19
Q8IVW4,42,0,42,18,24,18
Q8N2H4,11,0,11,10,1,10
Q8NFD5,288,27,261,153,142,146
Q8NGU1,23,0,23,20,3,20
Q8TAE7,30,0,30,19,11,19
Q8TBZ0,87,5,82,45,43,44
Q8TF01,154,40,114,85,95,59
Q96FF7,15,0,15,4,11,4
Q96GM5,27,1,26,14,14,13
Q96HI0,80,11,69,47,44,36
Q96MK3,41,1,40,23,19,22
Q96PG2,20,0,20,16,4,16
Q96SZ5,15,1,14,7,9,6
Q99424,43,1,42,29,13,30
Q9BRA2,5,1,4,4,2,3
Q9BV40,5,2,3,3,4,1
Q9BW61,11,3,8,6,6,5
Q9BY42,33,9,24,16,26,7
Q9H469,13,0,13,11,2,11
Q9H8M1,19,1,18,14,6,13
Q9HAF1,26,6,20,13,19,7
Q9HCI6,58,2,56,28,32,26
Q9HCU9,24,2,22,7,15,9
Q9NRY2,9,1,8,6,4,5
Q9NSD7,38,1,37,21,18,20
Q9NSK0,60,16,44,30,46,14
Q9NSU2,32,8,24,13,27,5
Q9NSY0,32,4,28,19,17,15
Q9NSY1,147,42,105,81,104,43
Q9NUZ1,28,2,26,17,11,17
Q9NVX2,52,5,47,26,23,29
Q9P2N7,44,3,41,30,17,27
Q9UBQ0,7,0,7,7,0,7
Q9UI42,37,0,37,23,14,23
Q9UJW2,34,0,34,25,9,25
Q9ULW3,19,6,13,10,15,4
Q9Y2B1,25,2,23,18,9,16
Q9Y2K3,115,5,110,62,58,57
A4D2B8,36,3,33,25,14,22
A6H8M9,64,0,64,45,19,45
A8MT70,92,2,90,55,35,57
A8MUM7,9,0,9,7,2,7
D6RBQ6,39,0,39,35,4,35
O00321,33,1,32,18,16,17
O00567,90,30,60,46,50,40
O14639,109,39,70,56,60,49
O15533,34,1,33,23,12,22
O43548,63,1,62,45,17,46
O60282,64,7,57,30,41,23
O75056,30,1,29,15,14,16
O75069,80,10,70,39,51,29
O76031,56,10,46,33,31,25
O94888,51,14,37,26,33,18
O95436,48,0,48,41,7,41
P00491,15,4,11,8,11,4
P00519,163,44,119,85,100,63
P01593,15,0,15,12,3,12
P01737,12,0,12,6,6,6
P07476,7,2,5,3,6,1
P08254,26,0,26,15,11,15
P0C875,23,0,23,14,9,14
P0CI00,24,0,24,16,8,16
P10070,215,31,184,127,115,100
P10082,4,1,3,1,4,0
P15923,115,22,93,64,51,64
P18440,18,1,17,11,8,10
P19838,77,17,60,46,42,35
P20155,5,0,5,4,1,4
P30049,9,0,9,7,2,7
P34932,94,33,61,53,46,48
P40227,29,5,24,16,18,11
P40937,21,2,19,13,8,13
P41159,16,0,16,13,3,13
P52798,19,0,19,11,8,11
P55957,18,4,14,13,7,11
P78415,45,6,39,21,30,15
Q01954,117,4,113,65,56,61
Q04837,13,4,9,9,6,7
Q10713,37,1,36,18,20,17
Q16143,7,2,5,3,6,1
Q16394,64,2,62,46,20,44
Q3BBV2,85,4,81,63,26,59
Q53S33,2,0,2,1,1,1
Q68D91,21,0,21,7,14,7
Q6IPU0,26,1,25,20,7,19
Q6NZ67,22,9,13,11,18,4
Q6UXB8,39,0,39,26,13,26
Q6UXP3,13,0,13,9,4,9
Q6ZTR5,239,0,239,140,99,140
Q6ZV89,34,4,30,25,11,23
Q86XH1,32,1,31,22,11,21
Q86XK2,45,0,45,26,19,26
Q8IWV7,124,6,118,82,42,82
Q8IZD4,69,17,52,36,38,31
Q8IZI9,8,1,7,6,3,5
Q8N128,18,3,15,11,8,10
Q8N335,12,0,12,9,3,9
Q8N4L1,41,1,40,21,21,20
Q8N5S9,46,12,34,30,26,20
Q8N6R0,43,4,39,23,22,21
Q8NGT7,23,0,23,18,5,18
Q8NH49,22,0,22,20,2,20
Q8TCS8,59,6,53,34,27,32
Q8TEB1,48,3,45,26,25,23
Q8WVE0,9,0,9,7,2,7
Q8WVL7,12,1,11,9,4,8
Q8WWP7,19,2,17,16,5,14
Q92888,79,15,64,43,39,40
Q96G97,43,3,40,31,15,28
Q96IX5,2,0,2,1,1,1
Q96LM9,17,0,17,14,3,14
Q96MX6,20,0,20,11,9,11
Q96P44,50,0,50,27,23,27
Q96QU4,35,0,35,14,21,14
Q96RT1,217,67,150,115,107,110
Q96S90,30,11,19,13,24,6
Q99440,6,0,6,4,2,4
Q9BQP7,32,2,30,20,12,20
Q9BR61,24,7,17,15,14,10
Q9BUA6,13,0,13,7,6,7
Q9BXP2,65,1,64,42,24,41
Q9BYQ3,16,0,16,16,0,16
Q9H8J5,51,0,51,32,19,32
Q9HBF5,2,0,2,0,2,0
Q9HBH9,46,10,36,23,25,21
Q9HCM9,28,0,28,18,10,18
Q9NP50,30,4,26,17,11,19
Q9NPI9,28,0,28,22,6,22
Q9NRX3,4,0,4,3,1,3
Q9NUV7,29,0,29,17,12,17
Q9NUV9,18,3,15,8,11,7
Q9NV23,18,0,18,14,4,14
Q9UBS9,165,10,155,98,73,92
Q9UGU0,319,72,247,152,191,128
Q9UHB9,44,7,37,26,23,21
Q9Y244,19,5,14,11,13,6
Q9Y276,30,3,27,18,13,17
Q9Y6W3,64,4,60,35,33,31
A0A087X0M5,6,0,6,2,4,2
A0A096LP49,116,0,116,54,62,54
A0A0K0K1C4,6,0,6,4,2,4
A0A1W2PP97,4,0,4,3,1,3
A2RUR9,115,4,111,63,56,59
A2VDJ0,180,8,172,118,70,110
A6NE02,30,0,30,16,14,16
A6NGB9,52,10,42,29,33,19
A6NIE6,25,0,25,17,8,17
A8MUK1,40,0,40,34,6,34
A8MUP6,26,0,26,19,7,19
O00222,65,1,64,45,21,44
O00507,176,7,169,117,66,110
O14545,71,23,48,40,34,37
O15198,48,3,45,31,16,32
O15371,44,6,38,24,26,18
O43681,21,0,21,13,8,13
O60243,17,0,17,11,6,11
O60931,29,0,29,22,7,22
O75955,31,8,23,17,16,15
O94864,55,10,45,31,22,33
O94889,48,0,48,36,12,36
P01699,19,0,19,12,7,12
P01871,46,0,46,30,16,30
P04275,208,3,205,127,82,126
P08473,45,0,45,30,15,30
P09131,39,0,39,34,5,34
P0C7U9,23,0,23,15,8,15
P12104,4,0,4,3,1,3
P13010,75,22,53,40,35,40
P13224,5,1,4,2,2,3
P22459,57,1,56,34,24,33
P29034,5,0,5,1,4,1
P35030,18,0,18,11,7,11
P43490,37,8,29,21,20,17
P43657,25,0,25,20,5,20
P48509,11,1,10,9,3,8
P49773,10,4,6,6,6,4
P51861,11,0,11,7,4,7
P51959,21,0,21,16,5,16
P52945,14,3,11,10,7,7
P56373,28,2,26,13,17,11
Q04695,53,18,35,28,43,10
Q07020,18,7,11,9,14,4
Q08AH1,42,2,40,26,18,24
Q13087,15,0,15,9,6,9
Q14439,47,1,46,35,13,34
Q19T08,31,0,31,18,13,18
Q309B1,25,1,24,18,8,17
Q3ZCU0,22,0,22,16,6,16
Q53GT1,51,3,48,35,17,34
Q5JXB2,6,0,6,5,1,5
Q5VWM6,34,0,34,18,16,18
Q6UXR6,18,0,18,13,5,13
Q76I76,189,28,161,104,101,88
Q7Z3Y9,40,0,40,29,11,29
Q8IV56,18,5,13,9,12,6
Q8N1V2,39,1,38,29,11,28
Q8N3R3,44,0,44,33,11,33
Q8N531,45,3,42,27,21,24
Q8N5G0,1,0,1,1,0,1
Q8N813,28,0,28,15,13,15
Q8NBB4,33,0,33,18,15,18
Q8TAD7,4,2,2,2,4,0
Q8TDB8,37,2,35,28,11,26
Q8TEA1,26,0,26,14,12,14
Q92529,71,8,63,30,49,22
Q969M2,55,0,55,32,23,32
Q969M7,9,2,7,4,5,4
Q96DB5,21,2,19,11,12,9
Q96DE0,9,0,9,6,3,6
Q96F81,142,8,134,95,53,89
Q96JA4,72,2,70,44,28,44
Q96LL4,33,0,33,19,14,19
Q96NS1,9,0,9,5,4,5
Q96R67,21,0,21,19,2,19
Q99712,25,0,25,16,9,16
Q99865,21,4,17,11,14,7
Q9BQI4,19,0,19,14,5,14
Q9BRG1,12,0,12,10,2,10
Q9BX93,17,0,17,12,5,12
Q9BY71,15,0,15,9,6,9
Q9BYE0,14,1,13,6,9,5
Q9BZE3,40,1,39,16,25,15
Q9GZT5,28,0,28,17,11,17
Q9GZV9,22,0,22,12,10,12
Q9H9C1,57,15,42,23,33,24
Q9NRV9,11,3,8,6,8,3
Q9NS75,28,0,28,21,7,21
Q9NXE4,80,6,74,52,28,52
Q9NZV7,51,2,49,23,30,21
Q9UBQ5,8,0,8,7,1,7
Q9UJM3,70,17,53,39,40,30
Q9UK58,80,20,60,40,58,22
Q9UN74,86,5,81,52,39,47
Q9UPR3,101,8,93,58,51,50
Q9Y282,22,3,19,14,11,11
Q9Y574,22,0,22,13,9,13
Q9Y5L4,6,1,5,3,4,2
Q9Y6W8,14,0,14,9,5,9
A0A0B4J241,8,0,8,5,3,5
A0AUZ9,123,5,118,69,57,66
A0JD32,13,0,13,9,4,9
A3KN83,147,24,123,72,99,48
A5YM72,32,0,32,19,13,19
A6NKG5,93,0,93,54,39,54
E5RJ46,8,0,8,2,6,2
O00257,46,13,33,20,31,15
O00755,17,0,17,10,7,10
O14522,95,1,94,45,51,44
O43237,60,19,41,30,43,17
O43915,34,0,34,17,17,17
O76015,28,0,28,19,9,19
O95479,60,1,59,34,27,33
P00966,26,6,20,15,15,11
P01275,23,7,16,11,17,6
P09341,5,0,5,2,3,2
P0CH99,24,0,24,17,7,17
P11926,31,0,31,23,8,23
P12524,34,3,31,16,21,13
P24723,34,8,26,20,22,12
P27361,22,4,18,13,7,15
P28360,24,0,24,11,13,11
P35268,10,4,6,6,6,4
P36269,40,0,40,26,14,26
P43652,35,1,34,20,16,19
P54259,181,30,151,114,91,90
P57053,21,10,11,10,21,0
P78314,63,8,55,31,40,23
P81274,73,21,52,43,49,24
P85299,51,13,38,27,37,14
Q07912,86,19,67,50,45,41
Q08648,6,0,6,4,2,4
Q11130,21,0,21,12,9,12
Q12926,26,3,23,15,14,12
Q13077,34,4,30,18,18,16
Q13956,3,0,3,2,1,2
Q14314,29,0,29,17,12,17
Q14953,34,0,34,29,5,29
Q15031,61,2,59,37,26,35
Q15118,42,5,37,20,21,21
Q15256,56,4,52,34,24,32
Q15928,31,0,31,22,9,22
Q16760,119,6,113,63,56,63
Q2M2I8,104,25,79,62,45,59
Q3ZCV2,39,3,36,22,20,19
Q4G0G5,6,0,6,5,1,5
Q4KMG0,137,1,136,92,46,91
Q5TF39,49,0,49,32,17,32
Q5THR3,107,1,106,58,50,57
Q6IEV9,21,0,21,19,2,19
Q6S8J7,35,0,35,23,12,23
Q6UXR8,12,0,12,11,1,11
Q7L0Y3,27,5,22,11,19,8
Q7Z4I7,15,3,12,10,4,11
Q7Z5M8,19,0,19,14,5,14
Q7Z7L8,43,7,36,19,27,16
Q86U02,10,0,10,9,1,9
Q86W34,30,0,30,16,14,16
Q8IW03,13,0,13,7,6,7
Q8IXT5,97,34,63,51,52,45
Q8N1B4,49,3,46,25,27,22
Q8N693,8,0,8,5,3,5
Q8N8G6,13,0,13,8,5,8
Q8N8U3,30,0,30,19,11,19
Q8N988,40,0,40,29,11,29
Q8NAT1,23,2,21,15,10,13
Q8NDC4,7,0,7,7,0,7
Q8NEC7,53,8,45,33,22,31
Q8NEF3,23,4,19,11,10,13
Q8NF50,199,24,175,127,86,113
Q8NHQ8,29,7,22,14,18,11
Q8NHR7,14,0,14,9,5,9
Q8TC05,94,25,69,50,65,29
Q8TC56,80,4,76,49,35,45
Q8TEX9,64,1,63,39,24,40
Q8WTQ7,28,2,26,20,10,18
Q92503,70,8,62,46,30,40
Q92813,24,0,24,13,11,13
Q96BY2,11,0,11,6,5,6
Q96D21,19,0,19,8,11,8
Q96KS0,33,5,28,18,18,15
Q96RF0,59,7,52,33,31,28
Q96RI0,31,2,29,21,12,19
Q96T58,521,127,394,267,283,238
Q99615,21,4,17,9,12,9
Q9BSU3,20,1,19,11,8,12
Q9BTD1,5,0,5,2,3,2
Q9H4D5,52,0,52,41,11,41
Q9H6E5,91,9,82,43,57,34
Q9NQ11,83,1,82,53,31,52
Q9NQZ6,10,1,9,7,4,6
Q9NVF9,16,2,14,11,5,11
Q9NXF8,22,0,22,16,6,16
Q9P206,243,98,145,135,206,37
Q9UGC6,14,0,14,10,4,10
Q9UH77,38,1,37,30,9,29
Q9Y2G3,95,8,87,65,36,59
Q9Y2U5,86,25,61,46,47,39
Q9Y5U5,12,0,12,7,5,7
A6NCW7,41,0,41,36,5,36
A6NGW2,128,0,128,95,33,95
A6NKQ9,11,0,11,4,7,4
A6NL88,43,0,43,18,25,18
O43291,26,4,22,17,13,13
O75474,13,0,13,9,4,9
O94923,45,1,44,28,18,27
O95473,21,0,21,15,6,15
P00395,30,0,30,25,5,25
P01034,7,0,7,4,3,4
P01303,10,3,7,4,9,1
P02679,29,2,27,20,11,18
P04003,50,1,49,34,17,33
P06493,31,10,21,19,14,17
P08579,10,0,10,3,7,3
