,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
A7E2F4,56,2,54,27,31,25
A8MWV9,13,0,13,12,1,12
O00221,44,9,35,22,27,17
O00429,57,10,47,24,37,20
O14966,23,5,18,13,9,14
O43823,64,15,49,37,26,38
O60637,10,0,10,7,3,7
O75843,54,7,47,30,31,23
O95150,18,0,18,14,4,14
O95905,67,16,51,38,35,32
P02647,22,6,16,11,17,5
P08709,30,0,30,19,11,19
P0C7Q5,28,0,28,20,8,20
P0C7V7,7,0,7,5,2,5
P0C874,124,2,122,74,50,74
P0CG01,11,0,11,8,3,8
P0CG41,70,4,66,39,35,35
P0DL12,12,0,12,4,8,4
P0DP42,17,0,17,14,3,14
P21217,29,0,29,19,10,19
P21741,4,0,4,1,3,1
P21926,9,0,9,6,3,6
P32314,55,0,55,23,32,23
P39687,21,9,12,10,16,5
P41597,13,0,13,12,1,12
P48556,24,3,21,14,13,11
P50226,15,1,14,8,8,7
P56730,61,0,61,38,23,38
P63211,3,1,2,2,2,1
Q05DH4,85,4,81,58,31,54
Q09428,115,4,111,82,37,78
Q12816,216,2,214,168,50,166
Q12908,25,0,25,19,6,19
Q14134,85,29,56,40,68,17
Q14146,130,2,128,90,40,90
Q14644,79,14,65,44,49,30
Q4KMQ1,81,18,63,36,63,18
Q5H9E4,25,0,25,18,7,18
Q6UW68,13,0,13,10,3,10
Q6ZMW3,131,1,130,79,53,78
Q6ZNL6,183,31,152,91,123,60
Q76G19,69,9,60,28,50,19
Q7Z6I8,19,4,15,8,13,6
Q86VH2,121,9,112,60,70,51
Q86WK9,20,0,20,17,3,17
Q8IUH3,48,6,42,17,35,13
Q8IV08,36,3,33,25,14,22
Q8IZF0,121,2,119,73,50,71
Q8N1W2,49,2,47,27,24,25
Q8N8Y2,13,0,13,6,7,6
Q8NA57,43,5,38,16,32,11
Q8NBI5,37,2,35,32,5,32
Q8ND25,33,8,25,16,23,10
Q8NEX6,2,0,2,1,1,1
Q8NGA4,18,0,18,10,8,10
Q8TBP6,24,0,24,15,9,15
Q8TD20,65,0,65,47,18,47
Q8TDM0,13,0,13,2,11,2
Q8TDN7,21,0,21,19,2,19
Q8TE85,54,3,51,26,31,23
Q8TED9,99,25,74,49,67,32
Q8TEU7,209,36,173,120,101,108
Q92576,267,62,205,137,144,123
Q92643,31,3,28,20,14,17
Q96AK3,20,1,19,16,5,15
Q96GJ1,36,2,34,26,12,24
Q96NY9,46,8,38,29,23,23
Q96RP8,25,1,24,20,6,19
Q9BSG1,47,2,45,27,22,25
Q9BXA9,154,17,137,75,96,58
Q9BXY8,4,0,4,1,3,1
Q9BZE7,9,0,9,4,5,4
Q9BZZ5,36,7,29,22,13,23
Q9C056,16,0,16,8,8,8
Q9GZR5,18,0,18,14,4,14
Q9H4E5,5,0,5,5,0,5
Q9H9Y6,74,3,71,43,34,40
Q9HAP2,97,8,89,64,39,58
Q9HBI5,7,0,7,2,5,2
Q9NPG4,103,4,99,57,50,53
Q9NQ76,53,1,52,22,32,21
Q9NQT6,39,1,38,26,14,25
Q9NRJ4,161,7,154,83,85,76
Q9NV79,26,2,24,15,13,13
Q9NZE8,16,0,16,7,9,7
Q9P243,101,4,97,60,41,60
Q9UEG4,94,12,82,58,46,48
Q9UK85,24,3,21,14,13,11
Q9ULK5,43,5,38,24,24,19
Q9UPG8,49,4,45,32,21,28
Q9Y2G7,28,0,28,22,6,22
Q9Y2Y6,18,1,17,15,4,14
A5X5Y0,35,1,34,25,11,24
A6NHQ4,30,4,26,17,15,15
E9PQX1,6,0,6,6,0,6
O15013,148,19,129,93,50,98
O15178,49,1,48,27,23,26
O15269,32,5,27,17,20,12
O15270,31,2,29,18,13,18
O75379,15,6,9,8,9,6
P01762,16,0,16,10,6,10
P04040,26,3,23,14,13,13
P09619,94,3,91,55,42,52
P0C7X2,13,0,13,6,7,6
P0CJ75,2,0,2,2,0,2
P13284,7,0,7,4,3,4
P14138,18,0,18,8,10,8
P17174,32,7,25,18,11,21
P23769,59,9,50,35,29,30
P26992,25,0,25,20,5,20
P28222,34,0,34,26,8,26
P48775,26,2,24,12,14,12
P51504,20,1,19,12,9,11
P51570,33,3,30,21,15,18
P53803,1,0,1,1,0,1
P55011,97,14,83,62,45,52
P56524,111,24,87,58,75,36
P59666,3,0,3,3,0,3
P62328,4,2,2,2,4,0
P80365,20,0,20,14,6,14
Q02083,21,0,21,13,8,13
Q02218,64,4,60,40,26,38
Q08499,108,32,76,60,80,28
Q12879,162,17,145,79,98,64
Q14565,15,0,15,8,7,8
Q14596,96,16,80,56,42,54
Q16560,8,1,7,5,4,4
Q16566,40,11,29,23,24,16
Q16880,32,1,31,19,14,18
Q1ZYL8,17,0,17,14,3,14
Q2M2E3,34,0,34,20,14,20
Q2TAM9,15,3,12,6,12,3
Q3MIX3,26,1,25,14,11,15
Q499Z3,33,0,33,17,16,17
Q4W5G0,44,1,43,28,15,29
Q5JUQ0,23,0,23,16,7,16
Q5T5D7,30,3,27,16,17,13
Q5VVP1,160,1,159,139,20,140
Q5VW36,156,1,155,101,54,102
Q5VXU3,19,1,18,11,9,10
Q6DHV7,26,0,26,16,10,16
Q6ISU1,26,0,26,18,8,18
Q6P656,17,0,17,11,6,11
Q6PGQ7,102,21,81,64,39,63
Q6UXD1,1,0,1,1,0,1
Q6ZN79,24,0,24,16,8,16
Q7Z5J4,286,70,216,146,168,118
Q7Z7F7,10,0,10,6,4,6
Q86UV5,73,5,68,46,32,41
Q8IVL6,35,1,34,19,17,18
Q8N0S6,33,3,30,26,10,23
Q8N1D0,18,0,18,11,7,11
Q8N3A8,109,14,95,58,57,52
Q8N4L4,26,0,26,14,12,14
Q8N8V4,42,8,34,21,29,13
Q8NFC6,433,79,354,235,215,218
Q8NFW1,66,0,66,35,31,35
Q8NGS2,28,0,28,24,4,24
Q96GD4,26,7,19,16,11,15
Q96H12,23,2,21,15,10,13
Q96II8,82,15,67,48,35,47
Q96J65,103,5,98,68,38,65
Q96KC2,11,0,11,9,2,9
Q96MG7,18,5,13,12,11,7
Q96P48,121,22,99,67,68,53
Q96P88,18,0,18,9,9,9
Q96RE9,50,2,48,24,28,22
Q96S96,11,0,11,4,7,4
Q96SQ9,22,0,22,17,5,17
Q9BPZ3,9,3,6,6,6,3
Q9BQ51,16,0,16,11,5,11
Q9BRQ8,28,2,26,15,13,15
Q9BSK1,45,2,43,21,26,19
Q9BTE1,14,2,12,7,9,5
Q9BUD6,35,0,35,22,13,22
Q9BWW4,40,3,37,21,18,22
Q9GZV7,16,0,16,12,4,12
Q9H1H1,9,0,9,5,4,5
Q9H5K3,24,0,24,17,7,17
Q9H5Z1,38,0,38,26,12,26
Q9HAS0,42,6,36,26,18,24
Q9HCU8,1,0,1,1,0,1
Q9NRL2,175,36,139,89,112,63
Q9P003,7,0,7,6,1,6
Q9UHE8,17,0,17,16,1,16
Q9UJ72,13,1,12,5,9,4
Q9UJW9,15,1,14,7,9,6
Q9Y2A7,102,9,93,67,42,60
Q9Y2M0,106,14,92,62,56,50
Q9Y2P8,28,3,25,17,14,14
Q9Y3D8,4,0,4,4,0,4
A2RTY3,31,1,30,20,12,19
A4D1Z8,7,0,7,5,2,5
A6BM72,82,0,82,65,17,65
A6NER3,3,0,3,2,1,2
A6NGS2,5,0,5,1,4,1
A8MTA8,16,0,16,8,8,8
I1YAP6,37,0,37,26,11,26
O15394,68,4,64,33,39,29
O60241,156,1,155,99,58,98
O60609,30,0,30,21,9,21
O60774,41,0,41,21,20,21
O60870,34,6,28,20,20,14
O75818,29,1,28,21,9,20
O94907,21,0,21,16,5,16
P01571,17,0,17,10,7,10
P02794,10,2,8,5,7,3
P04211,13,0,13,8,5,8
P07199,47,8,39,24,25,22
P08133,61,21,40,30,32,29
P10109,23,7,16,8,12,11
P18887,91,29,62,46,62,29
P23508,111,15,96,58,64,47
P31941,9,0,9,5,4,5
P43121,56,6,50,35,25,31
P43155,47,2,45,31,18,29
P48146,23,0,23,20,3,20
P48546,26,1,25,14,11,15
P50454,44,13,31,22,33,11
P52566,14,5,9,7,12,2
P53420,79,6,73,47,36,43
P55040,27,3,24,17,13,14
P55347,42,4,38,21,25,17
P63146,13,0,13,6,7,6
P63302,3,0,3,2,1,2
P78410,30,2,28,23,9,21
P98182,32,1,31,16,17,15
Q02817,319,4,315,251,72,247
Q03013,13,2,11,7,8,5
Q05315,11,0,11,10,1,10
Q08ER8,39,2,37,26,15,24
Q10589,10,1,9,6,5,5
Q13625,122,28,94,61,63,59
Q14990,24,0,24,18,6,18
Q15185,24,11,13,12,19,5
Q15822,37,0,37,26,11,26
Q2I0M4,23,0,23,20,3,20
Q2M3R5,25,0,25,21,4,21
Q4G0M1,20,0,20,14,6,14
Q56NI9,75,12,63,34,49,26
Q5SQS8,25,1,24,12,14,11
Q5T0U0,14,0,14,7,7,7
Q5VYX0,25,1,24,18,8,17
Q659C4,105,22,83,49,66,39
Q6DJT9,58,0,58,39,19,39
Q6IAN0,19,1,18,9,11,8
Q6UN15,82,26,56,40,50,32
Q6UXH8,22,0,22,12,10,12
Q6UXS0,10,0,10,6,4,6
Q7Z7G2,4,0,4,3,1,3
Q86UL8,114,10,104,55,67,47
Q8IYL3,48,13,35,26,25,23
Q8IZJ3,152,1,151,90,63,89
Q8N9N2,26,1,25,14,13,13
Q8NDV1,12,0,12,5,7,5
Q8NEU8,48,1,47,29,20,28
Q8WUX9,47,9,38,27,23,24
Q8WXA8,32,1,31,24,9,23
Q92611,42,0,42,26,16,26
Q93008,183,12,171,116,65,118
Q96BD6,11,0,11,8,3,8
Q96CX3,22,0,22,13,9,13
Q96I76,33,0,33,19,14,19
Q96KQ7,126,27,99,66,79,47
Q96MI6,28,0,28,14,14,14
Q96PE7,10,0,10,3,7,3
Q96SE0,22,1,21,15,6,16
Q99623,27,9,18,13,15,12
Q9BR11,37,1,36,27,11,26
Q9BRD0,121,52,69,59,96,25
Q9BRQ6,30,7,23,13,24,6
Q9BXS0,21,1,20,9,13,8
Q9BYD1,5,0,5,1,4,1
Q9BZQ6,71,3,68,36,36,35
Q9GZX7,12,3,9,7,6,6
Q9H019,48,13,35,27,32,16
Q9H094,55,2,53,39,16,39
Q9H5U6,35,2,33,18,17,18
Q9H999,24,0,24,13,11,13
Q9H9R9,13,3,10,6,10,3
Q9HBY8,25,2,23,15,10,15
Q9HCC9,83,6,77,47,40,43
Q9NQ66,107,17,90,57,61,46
Q9NQG1,4,0,4,3,1,3
Q9NRR5,79,11,68,47,31,48
Q9NUN7,15,1,14,13,3,12
Q9UGP8,58,14,44,32,36,22
Q9UK96,86,5,81,54,37,49
Q9ULM0,140,7,133,74,73,67
Q9Y575,38,1,37,28,11,27
Q9Y6D0,12,3,9,6,9,3
A0A0A0MS03,10,0,10,3,7,3
A0A494C030,17,0,17,8,9,8
A2RUQ5,15,1,14,10,6,9
A6NLC8,11,0,11,6,5,6
A8K0Z3,43,5,38,35,11,32
B4DH59,84,0,84,71,13,71
O00338,17,2,15,8,11,6
O15374,43,0,43,32,11,32
O60240,64,20,44,33,49,15
O60832,38,9,29,22,19,19
O75366,50,2,48,32,20,30
O75496,29,10,19,15,16,13
O95155,184,44,140,112,76,108
P02545,128,62,66,65,111,17
P0C1H6,13,0,13,6,7,6
P15104,22,4,18,12,14,8
P21860,120,21,99,70,59,61
P22680,28,1,27,14,15,13
P30613,39,5,34,21,21,18
P32189,44,0,44,29,15,29
P49427,14,3,11,9,4,10
P49768,47,14,33,30,25,22
P49798,24,0,24,9,15,9
P55345,25,0,25,15,10,15
P58166,25,0,25,17,8,17
P61952,3,0,3,1,2,1
P78332,114,25,89,55,82,32
P78337,43,6,37,26,23,20
P78383,17,0,17,15,2,15
P84090,6,1,5,2,5,1
Q0VFZ6,14,0,14,6,8,6
Q12836,53,0,53,41,12,41
Q13072,3,0,3,2,1,2
Q13686,32,3,29,20,15,17
Q13705,29,2,27,19,12,17
Q13885,45,15,30,23,33,12
Q15935,58,1,57,34,25,33
Q16719,19,1,18,15,3,16
Q16819,57,1,56,36,22,35
Q49MG5,85,16,69,40,49,36
Q4G1C9,15,0,15,13,2,13
Q5JUK3,106,1,105,62,45,61
Q5SXH7,61,3,58,28,36,25
Q5VZ89,293,72,221,171,130,163
Q68BL7,51,2,49,25,28,23
Q6NT52,13,0,13,4,9,4
Q6P2I3,13,1,12,9,5,8
Q6RW13,12,0,12,7,5,7
Q6UY13,10,0,10,9,1,9
Q6Y7W6,132,33,99,71,68,64
Q6ZNB5,27,0,27,14,13,14
Q6ZUT6,59,14,45,28,39,20
Q6ZUX7,14,0,14,11,3,11
Q71F23,71,22,49,39,38,33
Q7L9L4,10,2,8,8,2,8
Q7LFX5,42,3,39,21,22,20
Q7Z4N2,117,3,114,67,53,64
Q7Z624,20,1,19,14,7,13
Q86TY3,72,0,72,42,30,42
Q8IYM2,43,1,42,30,14,29
Q8N283,71,2,69,31,42,29
Q8N7R1,29,0,29,14,15,14
Q8NFW8,34,1,33,17,18,16
Q8NGH8,24,0,24,23,1,23
Q8NGI0,14,0,14,11,3,11
Q8NGJ3,20,0,20,17,3,17
Q8NGR1,32,0,32,23,9,23
Q8TBB1,71,10,61,40,41,30
Q8TF71,50,9,41,31,28,22
Q8WTR8,26,0,26,16,10,16
Q92696,31,0,31,21,10,21
Q96A83,26,0,26,13,13,13
Q96H86,30,3,27,15,18,12
Q96HA1,241,52,189,141,142,99
Q96M42,16,0,16,7,9,7
Q96MR7,17,0,17,8,9,8
Q96PV4,36,4,32,14,24,12
Q99417,2,0,2,0,2,0
Q99735,7,0,7,5,2,5
Q9BRT8,21,0,21,10,11,10
Q9BRU9,22,7,15,13,14,8
Q9BUK6,52,5,47,35,22,30
Q9BXR5,56,0,56,42,14,42
Q9BZJ6,30,0,30,23,7,23
Q9C0A0,141,4,137,90,49,92
Q9H2C8,33,0,33,28,5,28
Q9HD33,14,1,13,9,6,8
Q9NP80,74,5,69,43,34,40
Q9NT22,56,1,55,30,27,29
Q9NUU6,26,0,26,14,12,14
Q9NUY8,89,19,70,51,47,42
Q9NVN3,33,3,30,20,16,17
Q9NZU5,26,6,20,14,18,8
Q9P218,111,7,104,52,64,47
Q9P287,22,6,16,13,9,13
Q9Y2C5,48,0,48,39,9,39
Q9Y5A7,27,2,25,16,13,14
Q9Y696,19,5,14,10,14,5
Q9Y6M0,28,1,27,19,10,18
A0A0B4J1T7,9,0,9,7,2,7
A0A0B4J1V0,10,0,10,6,4,6
A0A1B0GV96,1,0,1,1,0,1
A0A1B0GVH6,38,0,38,18,20,18
A0A589,8,0,8,4,4,4
A1YPR0,30,4,26,15,17,13
A4FU69,116,1,115,56,61,55
A6NKK0,24,0,24,20,4,20
A8MV24,8,0,8,2,6,2
H0UI37,4,0,4,3,1,3
O00482,45,4,41,31,18,27
O14520,22,1,21,19,2,20
O14599,5,0,5,2,3,2
O15047,245,42,203,129,136,109
O43236,28,4,24,10,22,6
O75410,124,31,93,66,79,45
O75954,9,0,9,7,2,7
O94993,77,0,77,45,32,45
O95714,441,31,410,263,193,248
O95985,55,2,53,30,27,28
P02585,6,0,6,3,3,3
P05067,40,5,35,24,17,23
P0C221,34,0,34,25,9,25
P22612,18,0,18,10,8,10
P25106,36,3,33,25,14,22
P25786,25,9,16,12,8,17
P31025,9,2,7,6,5,4
P35226,38,9,29,26,21,17
P35998,15,1,14,4,12,3
P40616,10,0,10,5,5,5
P46939,288,48,240,173,119,169
P48230,8,0,8,7,1,7
P50406,37,0,37,21,16,21
P52565,23,8,15,11,16,7
P55317,74,13,61,46,41,33
P56880,20,0,20,13,7,13
P60880,11,2,9,6,7,4
P62341,15,1,14,9,5,10
P62508,45,3,42,26,22,23
Q01101,29,0,29,15,14,15
Q08629,31,0,31,22,9,22
Q13363,25,4,21,15,14,11
Q14142,26,0,26,15,11,15
Q14863,21,0,21,9,12,9
Q15046,25,5,20,12,18,7
Q15375,68,2,66,40,30,38
Q15486,10,0,10,9,1,9
Q15562,45,2,43,29,18,27
Q15761,48,1,47,29,20,28
Q16543,24,8,16,11,13,11
Q3Y452,12,0,12,7,5,7
Q3ZCM7,31,5,26,18,18,13
Q5TEC3,50,6,44,26,28,22
Q5VYS8,110,15,95,61,52,58
Q68DK2,265,23,242,159,123,142
Q6IEU7,28,0,28,24,4,24
Q6IMI4,20,1,19,14,7,13
Q6IQ16,31,0,31,19,12,19
Q6NT32,43,0,43,24,19,24
Q6NXR4,25,0,25,16,9,16
Q6UXA7,34,0,34,18,16,18
Q6ZNB7,39,2,37,28,13,26
Q6ZRF8,44,1,43,21,22,22
Q71RC1,25,0,25,15,10,15
Q7Z5L9,89,33,56,49,67,22
Q7Z7B0,107,8,99,53,56,51
Q86UN6,11,1,10,6,6,5
Q86VF2,94,0,94,64,30,64
Q8IUC6,80,7,73,55,30,50
Q8IZM9,38,0,38,25,13,25
Q8N2H9,42,5,37,20,25,17
Q8TBA6,91,13,78,48,46,45
Q8TDZ2,93,24,69,54,59,34
Q8TF72,326,82,244,174,180,146
Q8WTV0,42,0,42,31,11,31
Q8WWY6,18,1,17,13,6,12
Q93097,22,0,22,14,8,14
Q96F10,6,1,5,4,3,3
Q96JT2,35,0,35,28,7,28
Q96MD2,42,1,41,19,24,18
Q96RN1,106,2,104,76,32,74
Q9BYJ1,46,1,45,30,17,29
Q9BYV7,33,0,33,16,17,16
Q9H0B8,39,1,38,23,17,22
Q9H169,12,1,11,9,4,8
Q9H4G8,3,0,3,1,2,1
Q9H4M3,12,0,12,11,1,11
Q9H8W2,10,1,9,8,3,7
Q9HBW1,52,1,51,35,18,34
Q9NQX3,72,21,51,40,35,37
Q9NRE1,17,0,17,10,7,10
Q9NS93,44,1,43,30,15,29
Q9NTM9,23,1,22,9,15,8
Q9P015,9,2,7,5,4,5
Q9UFV1,20,1,19,11,10,10
Q9UJT2,53,2,51,24,31,22
Q9UKP4,129,4,125,79,52,77
Q9Y2V3,30,1,29,11,20,10
Q9Y463,57,8,49,32,23,34
Q9Y543,18,0,18,10,8,10
A0A075B7F0,11,0,11,8,3,8
A0A1B0GUW7,4,0,4,2,2,2
A0A1W2PPE3,9,0,9,4,5,4
A0A2R8YFL7,15,0,15,10,5,10
A7E2S9,13,0,13,6,7,6
C9JSJ3,74,0,74,37,37,37
O15197,87,0,87,64,23,64
O15503,23,0,23,18,5,18
O43353,73,22,51,36,29,44
O43464,39,6,33,23,22,17
O60258,12,0,12,5,7,5
O75074,62,0,62,43,19,43
O75712,14,1,13,13,2,12
O75915,9,1,8,6,4,5
O95214,4,0,4,3,1,3
O95343,27,0,27,19,8,19
P00739,15,0,15,11,4,11
P01374,20,0,20,13,7,13
P01703,15,0,15,9,6,9
P09668,23,1,22,14,8,15
P0CL83,11,0,11,8,3,8
P0DJI9,11,0,11,9,2,9
P13498,9,2,7,6,3,6
P22310,33,1,32,26,6,27
P26196,32,7,25,18,15,17
P26441,11,0,11,6,5,6
P29275,17,0,17,14,3,14
P43489,17,0,17,11,6,11
P49770,25,2,23,15,12,13
P51636,18,6,12,10,8,10
P56915,20,0,20,11,9,11
P58743,47,1,46,32,16,31
P78382,24,0,24,17,7,17
P98174,101,26,75,59,64,37
Q01664,32,6,26,17,21,11
Q02641,69,11,58,34,44,25
Q02952,276,110,166,140,232,44
Q06889,36,0,36,19,17,19
Q0ZLH3,29,0,29,14,15,14
Q12974,2,1,1,1,2,0
Q13145,20,0,20,13,7,13
Q13309,53,7,46,36,18,35
Q13639,24,1,23,18,7,17
Q14624,78,5,73,41,42,36
Q14896,83,6,77,52,35,48
Q14C86,205,57,148,105,147,58
Q2M1P5,104,10,94,49,65,39
Q3KR37,83,11,72,44,48,35
Q460N3,57,0,57,25,32,25
Q4V339,21,0,21,9,12,9
Q537H7,9,0,9,4,5,4
Q5D862,542,8,534,279,269,273
Q5HYM0,90,0,90,52,38,52
Q5SXM1,35,0,35,24,11,24
Q5T4F4,34,1,33,21,14,20
Q6UWM9,27,1,26,18,10,17
Q8IVH2,91,23,68,48,50,41
Q8IZ57,12,0,12,9,3,9
Q8N118,37,1,36,23,15,22
Q8N349,24,0,24,17,7,17
Q8N461,36,1,35,22,13,23
Q8NDB2,58,1,57,26,33,25
Q8NGC1,29,0,29,22,7,22
Q8NGT1,28,0,28,23,5,23
Q8NHB1,24,0,24,20,4,20
Q8TAD4,69,1,68,46,24,45
Q8TBE7,29,2,27,19,8,21
Q8WVJ9,22,4,18,10,16,6
Q92730,25,1,24,7,17,8
Q92847,26,0,26,20,6,20
Q96CG8,21,0,21,14,7,14
Q96GK7,12,1,11,8,5,7
Q96GM1,26,3,23,15,14,12
Q96RI9,29,0,29,21,8,21
Q96RL1,127,40,87,62,73,54
Q96SQ7,24,1,23,17,8,16
Q99439,35,13,22,19,27,8
Q9BY49,29,4,25,18,13,16
Q9C0B5,150,63,87,77,96,54
Q9H116,59,4,55,40,23,36
Q9H1K6,38,2,36,23,17,21
Q9H2C2,13,0,13,11,2,11
Q9H2L4,3,0,3,2,1,2
Q9H898,19,2,17,12,9,10
Q9HBE4,11,0,11,9,2,9
Q9HCE3,192,34,158,102,90,102
Q9NPI5,14,0,14,8,6,8
Q9NR82,108,10,98,55,61,47
Q9NUN5,40,2,38,27,15,25
Q9NVS9,20,4,16,10,14,6
Q9UL63,62,2,60,40,24,38
Q9ULT0,77,12,65,41,36,41
Q9UPC5,39,3,36,24,16,23
Q9UPR0,105,14,91,64,49,56
Q9Y222,77,2,75,45,34,43
Q9Y2Y4,45,0,45,24,21,24
Q9Y314,30,8,22,15,23,7
Q9Y5R2,27,0,27,14,13,14
Q9Y5U2,54,13,41,27,34,20
A0A075B6I6,16,0,16,10,6,10
A0A1B0GU33,6,0,6,2,4,2
A0A1B0GWH4,37,0,37,19,18,19
A0AVF1,28,0,28,23,5,23
A6NNV3,20,0,20,10,10,10
A8MWL7,6,0,6,6,0,6
O00151,43,17,26,23,19,24
O60811,33,0,33,22,11,22
O60813,25,0,25,23,2,23
O60844,17,0,17,4,13,4
O75356,27,0,27,18,9,18
O75391,21,8,13,12,13,8
O77932,26,0,26,16,10,16
O94876,73,14,59,41,40,33
O95678,77,16,61,36,55,22
P00740,29,2,27,13,14,15
P04062,40,0,40,21,19,21
P07203,11,2,9,4,7,4
P08397,22,3,19,11,14,8
P0CG36,15,0,15,10,5,10
P17931,13,2,11,7,8,5
P22001,51,4,47,29,20,31
P24310,6,2,4,3,5,1
P25054,592,160,432,293,357,235
P30043,15,6,9,9,10,5
P30084,16,4,12,6,12,4
P32856,18,0,18,12,6,12
P33763,8,0,8,3,5,3
P43632,32,0,32,22,10,22
P46091,28,1,27,26,1,27
P46199,38,1,37,18,21,17
P46439,9,0,9,3,6,3
P51522,37,0,37,26,11,26
P51948,16,4,12,8,10,6
P52907,19,4,15,11,12,7
P57073,46,5,41,26,25,21
P61626,7,0,7,5,2,5
Q14254,21,5,16,13,9,12
Q14444,82,21,61,48,45,37
Q14728,38,2,36,26,14,24
Q14CM0,135,4,131,79,60,75
Q15788,199,32,167,110,97,102
Q2TAK8,87,10,77,44,49,38
Q2VY69,57,1,56,37,21,36
Q5FWF4,79,4,75,49,34,45
Q5HYR2,18,0,18,14,4,14
Q5QFB9,8,0,8,8,0,8
Q5VWM3,35,0,35,20,15,20
Q5VZ66,34,1,33,11,24,10
Q5VZP5,169,5,164,80,94,75
Q68CP4,54,4,50,38,18,36
Q69YU5,1,0,1,1,0,1
Q6P4Q7,72,12,60,45,29,43
Q6T311,13,0,13,10,3,10
Q6ZT77,12,0,12,6,6,6
Q6ZVX9,24,0,24,15,9,15
Q70EK9,70,3,67,40,33,37
Q86TZ1,20,0,20,13,7,13
Q86VB7,112,1,111,86,27,85
Q86YB7,10,0,10,4,6,4
Q86YI8,30,0,30,17,13,17
Q8IUQ4,19,1,18,14,6,13
Q8N3L3,59,11,48,28,32,27
Q8N3Z0,31,2,29,19,14,17
Q8N436,40,2,38,16,26,14
Q8N668,19,3,16,11,11,8
Q8N743,34,0,34,21,13,21
Q8N7B6,33,5,28,20,16,17
Q8NBU5,26,4,22,14,12,14
Q8NEA5,16,0,16,10,6,10
Q8NEY8,92,37,55,48,57,35
Q8NG95,26,0,26,20,6,20
Q8NGX8,19,0,19,14,5,14
Q8TBF2,12,1,11,8,5,7
Q8TDC0,19,1,18,8,12,7
Q8WY50,17,0,17,16,1,16
Q8WZ82,19,3,16,13,9,10
Q96AZ6,12,0,12,5,7,5
Q96DA6,7,2,5,3,6,1
Q96DB2,17,0,17,9,8,9
Q96IW7,23,1,22,10,14,9
Q96SF2,29,0,29,18,11,18
Q9BVT8,20,4,16,13,9,11
Q9BY77,49,18,31,24,37,12
Q9C000,118,1,117,64,55,63
Q9GZZ1,6,1,5,3,4,2
Q9H211,55,15,40,30,28,27
Q9H5J4,16,0,16,13,3,13
Q9H799,314,6,308,175,145,169
Q9H7E9,21,6,15,11,12,9
Q9HBH1,11,0,11,7,4,7
Q9NU39,32,0,32,18,14,18
Q9UBR4,37,4,33,18,21,16
Q9UHD2,47,7,40,27,19,28
Q9UHG0,45,13,32,19,37,8
Q9ULR0,11,4,7,6,9,2
Q9UMN6,247,42,205,125,142,105
Q9UNE2,29,0,29,10,19,10
Q9Y375,27,1,26,13,15,12
Q9Y572,54,10,44,30,34,20
A0A075B7F1,13,0,13,9,4,9
A0A0B4J1V1,18,0,18,13,5,13
A0A0J9YY54,60,0,60,29,31,29
A0A1B0GVV1,5,0,5,3,2,3
A0JLT2,20,4,16,10,12,8
A6NFY7,5,0,5,1,4,1
A6NIM6,41,0,41,30,11,30
A6NJY4,4,0,4,4,0,4
O43613,35,0,35,23,12,23
O60543,16,0,16,7,9,7
O60671,21,0,21,15,6,15
O95402,89,26,63,45,52,37
O95750,17,0,17,11,6,11
O95968,1,0,1,1,0,1
P00367,49,12,37,26,33,16
P01825,18,0,18,12,6,12
P05000,16,0,16,12,4,12
